,SMA,RSI,LABEL
276,1,1.0,1
277,1,1.0,1
278,1,1.0,1
279,1,1.0,1
280,1,1.0,1
281,1,1.0,1
282,1,1.0,1
283,1,1.0,1
284,1,1.0,1
285,1,1.0,1
286,1,1.0,1
287,1,1.0,1
288,1,1.0,1
289,1,1.0,1
290,1,1.0,1
291,1,1.0,1
292,1,1.0,1
293,1,1.0,1
294,1,1.0,1
295,1,1.0,1
296,1,1.0,1
297,1,1.0,1
298,1,1.0,1
299,1,1.0,1
300,1,1.0,1
301,1,1.0,1
302,1,1.0,1
303,1,1.0,1
304,1,1.0,1
305,1,1.0,1
306,1,1.0,1
307,1,1.0,1
308,1,1.0,1
309,1,1.0,1
310,1,1.0,1
311,1,1.0,1
312,1,1.0,1
313,1,1.0,0
314,1,1.0,1
315,1,1.0,1
316,1,1.0,1
317,1,1.0,1
318,1,1.0,0
319,1,1.0,0
320,1,1.0,0
321,1,1.0,0
322,1,1.0,0
323,1,1.0,1
324,1,1.0,1
325,1,1.0,1
326,1,1.0,1
327,1,1.0,1
328,1,1.0,1
329,1,1.0,1
330,1,1.0,1
331,1,0.0,1
332,1,0.5,1
333,1,0.5,1
334,1,0.5,1
335,1,0.5,1
336,1,0.5,1
337,1,0.5,1
338,1,1.0,1
339,1,1.0,1
340,1,1.0,1
341,1,1.0,1
342,1,1.0,1
343,1,1.0,1
344,1,1.0,1
345,1,1.0,1
346,1,0.5,1
347,1,0.0,1
348,1,0.0,1
349,1,0.0,1
350,1,0.0,1
351,1,0.0,1
352,1,1.0,1
353,1,1.0,1
354,1,1.0,1
355,1,1.0,1
356,1,1.0,1
357,1,1.0,1
358,1,1.0,1
359,1,1.0,1
360,1,1.0,1
361,1,1.0,1
362,1,1.0,1
363,1,1.0,1
364,1,1.0,1
365,1,1.0,1
366,1,1.0,1
367,1,1.0,1
368,1,1.0,1
369,1,1.0,1
370,1,1.0,1
371,1,1.0,1
372,1,1.0,1
373,1,1.0,1
374,1,1.0,1
375,1,1.0,1
376,1,1.0,1
377,1,1.0,1
378,1,1.0,1
379,1,1.0,1
380,1,1.0,1
381,1,1.0,1
382,1,1.0,1
383,1,1.0,1
384,1,1.0,1
385,1,1.0,1
386,1,1.0,0
387,1,1.0,1
388,1,1.0,1
389,1,1.0,1
390,1,1.0,1
391,1,1.0,1
392,1,1.0,1
393,1,1.0,1
394,1,1.0,1
395,1,1.0,1
396,1,1.0,1
397,1,1.0,1
398,1,1.0,1
399,1,1.0,1
400,1,1.0,1
401,1,1.0,1
402,1,1.0,1
403,1,1.0,1
404,1,1.0,1
405,1,1.0,1
406,1,1.0,1
407,1,1.0,1
408,1,1.0,1
409,1,1.0,1
410,1,1.0,1
411,1,1.0,1
412,1,1.0,1
413,1,1.0,1
414,1,1.0,1
415,1,1.0,1
416,1,1.0,1
417,1,1.0,1
418,1,1.0,1
419,1,1.0,1
420,1,1.0,1
421,1,1.0,1
422,1,1.0,1
423,1,1.0,1
424,1,1.0,1
425,1,1.0,1
426,1,1.0,0
427,1,1.0,1
428,1,1.0,0
429,1,1.0,0
430,1,1.0,1
431,1,1.0,1
432,1,1.0,1
433,1,1.0,1
434,1,1.0,1
435,1,1.0,1
436,1,1.0,1
437,1,1.0,1
438,1,1.0,1
439,1,1.0,1
440,1,1.0,1
441,1,1.0,1
442,1,1.0,1
443,1,1.0,1
444,1,1.0,1
445,1,1.0,1
446,1,1.0,1
447,1,1.0,1
448,1,1.0,1
449,1,1.0,1
450,1,1.0,1
451,1,1.0,1
452,1,1.0,1
453,1,0.5,1
454,1,0.5,1
455,1,0.5,1
456,1,0.5,1
457,1,0.5,1
458,1,0.5,1
459,1,1.0,1
460,1,1.0,0
461,1,1.0,0
462,1,1.0,0
463,1,1.0,0
464,1,1.0,1
465,1,1.0,1
466,1,1.0,1
467,1,1.0,1
468,1,1.0,1
469,1,1.0,1
470,1,1.0,1
471,1,1.0,1
472,1,1.0,1
473,1,1.0,1
474,1,1.0,1
475,1,1.0,1
476,1,1.0,1
477,1,1.0,1
478,1,1.0,1
479,1,1.0,1
480,1,1.0,1
481,1,1.0,0
482,1,1.0,0
483,1,1.0,0
484,1,1.0,0
485,1,1.0,0
486,1,1.0,0
487,1,1.0,0
488,1,0.0,1
489,1,0.0,1
490,1,0.0,1
491,1,0.0,1
492,1,0.5,1
493,1,0.5,1
494,1,0.5,1
495,1,0.5,0
496,1,0.5,0
497,1,0.5,0
498,1,1.0,0
499,1,1.0,0
500,1,1.0,0
501,1,1.0,0
502,1,1.0,0
503,1,1.0,0
504,1,1.0,0
505,1,1.0,0
506,1,1.0,0
507,1,1.0,0
508,1,1.0,0
509,1,0.5,0
510,1,0.0,0
511,1,0.0,0
512,1,0.0,0
513,1,1.0,0
514,1,1.0,1
515,1,1.0,1
516,1,1.0,1
517,1,1.0,1
518,1,0.0,0
519,1,0.0,0
520,1,0.0,0
521,0,0.0,0
522,0,0.0,0
523,0,0.0,0
524,0,0.0,0
525,0,0.0,0
526,0,0.0,1
527,0,0.0,1
528,0,0.0,0
529,0,0.0,0
530,0,0.0,1
531,0,0.0,1
532,0,0.0,1
533,0,0.0,1
534,0,0.0,1
535,0,0.0,1
536,0,0.0,1
537,0,0.0,1
538,0,1.0,1
539,0,1.0,1
540,0,1.0,1
541,0,0.0,1
542,0,1.0,1
543,0,1.0,1
544,0,0.0,1
545,0,0.0,1
546,0,0.0,0
547,0,0.0,1
548,0,0.0,1
549,0,0.0,1
550,0,0.0,1
551,0,1.0,1
552,0,1.0,1
553,0,0.0,1
554,0,0.0,1
555,0,0.0,1
556,0,0.0,1
557,0,1.0,1
558,0,0.0,1
559,0,1.0,1
560,0,1.0,1
561,0,1.0,1
562,0,1.0,0
563,0,1.0,0
564,1,1.0,0
565,1,1.0,0
566,1,1.0,0
567,1,1.0,0
568,1,1.0,0
569,1,1.0,0
570,1,1.0,0
571,1,1.0,0
572,1,1.0,0
573,1,1.0,0
574,1,1.0,0
575,1,1.0,0
576,1,1.0,1
577,1,1.0,1
578,1,1.0,1
579,1,1.0,1
580,1,1.0,1
581,1,1.0,1
582,1,1.0,1
583,1,1.0,1
584,1,1.0,1
585,1,1.0,1
586,1,0.5,1
587,1,0.5,1
588,1,0.5,1
589,1,0.5,1
590,1,0.5,1
591,1,1.0,1
592,1,0.5,1
593,1,0.5,1
594,1,0.5,1
595,1,0.5,1
596,1,0.5,1
597,1,0.5,0
598,1,0.5,0
599,1,0.0,0
600,1,0.0,1
601,1,0.0,1
602,1,1.0,1
603,1,1.0,0
604,1,1.0,1
605,1,1.0,0
606,1,1.0,1
607,0,1.0,1
608,0,1.0,0
609,0,1.0,1
610,0,1.0,1
611,0,0.0,0
612,0,0.0,0
613,0,0.0,0
614,0,1.0,0
615,0,1.0,0
616,0,1.0,0
617,0,1.0,0
618,1,1.0,0
619,1,1.0,0
620,1,1.0,0
621,1,1.0,0
622,1,1.0,0
623,1,1.0,0
624,1,1.0,0
625,1,1.0,0
626,1,1.0,0
627,1,1.0,0
628,1,1.0,0
629,1,1.0,0
630,1,0.0,0
631,1,1.0,0
632,1,1.0,0
633,1,0.0,0
634,1,0.0,0
635,1,0.0,0
636,1,1.0,0
637,1,1.0,0
638,1,1.0,0
639,1,1.0,0
640,1,0.0,0
641,0,0.0,0
642,0,0.0,0
643,0,0.0,0
644,0,0.0,0
645,0,0.0,0
646,0,0.0,0
647,0,0.0,0
648,0,0.0,0
649,0,0.0,0
650,0,0.0,0
651,0,0.0,0
652,0,0.0,1
653,0,0.0,1
654,0,0.0,1
655,0,0.0,1
656,0,0.0,0
657,0,0.0,1
658,0,0.0,1
659,0,0.0,0
660,0,0.0,1
661,0,0.0,1
662,0,0.0,0
663,0,0.0,1
664,0,0.0,1
665,0,0.0,1
666,0,0.0,0
667,0,1.0,0
668,0,0.0,0
669,0,0.0,0
670,0,0.0,0
671,0,0.0,0
672,0,0.0,0
673,0,0.0,0
674,0,0.0,0
675,0,1.0,0
676,0,1.0,0
677,0,1.0,0
678,0,1.0,0
679,0,0.0,0
680,0,0.0,0
681,0,0.0,0
682,0,0.0,0
683,0,0.0,0
684,0,0.0,0
685,0,1.0,0
686,0,1.0,0
687,0,1.0,0
688,0,1.0,0
689,0,1.0,1
690,0,1.0,0
691,0,0.0,0
692,0,0.0,0
693,0,0.0,0
694,0,0.0,0
695,0,0.0,0
696,0,0.0,0
697,0,0.0,1
698,0,0.0,1
699,0,0.0,1
700,0,0.0,1
701,0,0.0,1
702,0,0.0,1
703,0,0.0,1
704,0,0.0,1
705,0,0.0,1
706,0,0.0,1
707,0,0.0,1
708,0,0.0,1
709,0,0.0,1
710,0,0.0,1
711,0,0.0,1
712,0,0.0,1
713,0,0.0,1
714,0,0.0,1
715,0,0.0,1
716,0,0.0,1
717,0,0.0,1
718,0,1.0,1
719,0,1.0,1
720,0,1.0,1
721,0,1.0,1
722,0,1.0,1
723,0,1.0,1
724,0,1.0,1
725,0,1.0,1
726,0,1.0,1
727,0,1.0,1
728,1,1.0,1
729,1,1.0,1
730,1,1.0,1
731,1,1.0,1
732,1,1.0,1
733,1,1.0,1
734,1,1.0,1
735,1,1.0,1
736,1,1.0,1
737,1,1.0,1
738,1,1.0,1
739,1,1.0,1
740,1,1.0,1
741,1,1.0,1
742,1,1.0,1
743,1,1.0,1
744,1,1.0,1
745,1,1.0,1
746,1,1.0,1
747,1,1.0,1
748,1,1.0,1
749,1,1.0,1
750,1,1.0,1
751,1,1.0,1
752,1,1.0,1
753,1,1.0,1
754,1,1.0,1
755,1,1.0,1
756,1,1.0,1
757,1,1.0,1
758,1,1.0,1
759,1,1.0,1
760,1,1.0,1
761,1,1.0,0
762,1,1.0,0
763,1,1.0,0
764,1,1.0,0
765,1,1.0,0
766,1,1.0,0
767,1,1.0,0
768,1,1.0,0
769,1,1.0,0
770,1,1.0,0
771,1,1.0,0
772,1,1.0,0
773,1,1.0,0
774,1,1.0,0
775,1,1.0,0
776,1,1.0,0
777,1,1.0,0
778,1,1.0,0
779,1,1.0,0
780,1,1.0,0
781,1,1.0,0
782,1,1.0,0
783,1,1.0,0
784,1,1.0,0
785,1,1.0,0
786,1,1.0,0
787,1,1.0,0
788,1,1.0,0
789,1,1.0,0
790,1,0.0,0
791,1,0.0,0
792,1,0.0,0
793,1,0.0,0
794,1,0.0,0
795,1,0.0,0
796,0,0.0,0
797,0,0.0,1
798,0,0.0,1
799,0,0.0,1
800,0,0.0,1
801,0,0.0,1
802,0,0.0,1
803,0,0.0,1
804,0,0.0,1
805,0,0.0,1
806,0,0.0,1
807,0,0.0,1
808,0,0.0,1
809,0,0.0,1
810,0,0.0,1
811,0,0.0,1
812,0,0.0,1
813,0,0.0,1
814,0,0.0,1
815,0,0.0,1
816,0,0.0,1
817,0,0.0,1
818,0,0.0,1
819,0,0.0,1
820,0,0.0,1
821,0,0.0,1
822,0,0.0,1
823,0,0.0,1
824,0,0.0,0
825,0,1.0,0
826,0,1.0,0
827,0,1.0,0
828,0,1.0,0
829,0,1.0,0
830,0,1.0,0
831,0,1.0,0
832,0,1.0,0
833,0,1.0,0
834,0,1.0,0
835,0,1.0,0
836,0,1.0,0
837,0,1.0,0
838,1,1.0,0
839,1,1.0,0
840,1,1.0,0
841,1,1.0,0
842,1,1.0,0
843,1,1.0,0
844,1,1.0,0
845,1,1.0,0
846,1,1.0,0
847,1,1.0,0
848,1,1.0,0
849,1,1.0,0
850,1,1.0,0
851,1,1.0,0
852,1,1.0,0
853,1,1.0,0
854,1,0.0,1
855,1,0.0,1
856,1,0.0,1
857,1,0.0,1
858,1,0.0,1
859,1,0.0,1
860,1,0.0,1
861,0,0.0,1
862,0,0.0,1
863,0,0.0,1
864,0,0.0,1
865,0,0.0,1
866,0,0.0,1
867,0,0.0,0
868,0,0.0,1
869,0,0.0,1
870,0,0.0,1
871,0,0.0,1
872,0,0.0,1
873,0,0.0,1
874,0,0.0,1
875,0,0.0,1
876,0,0.0,1
877,0,0.0,1
878,0,0.0,1
879,0,0.0,1
880,0,1.0,1
881,0,1.0,0
882,0,1.0,0
883,0,1.0,1
884,0,1.0,1
885,0,1.0,1
886,0,1.0,0
887,0,1.0,1
888,0,1.0,0
889,0,1.0,0
890,0,1.0,0
891,0,1.0,0
892,0,1.0,0
893,0,1.0,0
894,1,1.0,0
895,1,1.0,0
896,1,1.0,0
897,1,1.0,0
898,1,1.0,0
899,1,1.0,0
900,1,1.0,0
901,1,0.0,0
902,1,1.0,0
903,1,1.0,0
904,1,1.0,0
905,1,1.0,0
906,1,1.0,0
907,1,1.0,0
908,1,1.0,0
909,1,1.0,0
910,1,1.0,0
911,1,1.0,0
912,1,1.0,0
913,1,1.0,0
914,1,1.0,0
915,1,1.0,0
916,1,1.0,0
917,1,0.0,0
918,0,0.0,1
919,0,0.0,1
920,0,0.0,1
921,0,0.0,1
922,0,0.0,1
923,0,0.0,1
924,0,0.0,1
925,0,0.0,1
926,0,0.0,1
927,0,0.0,1
928,0,0.0,1
929,0,0.0,1
930,0,0.0,1
931,0,0.0,1
932,0,0.0,1
933,0,0.0,1
934,0,0.0,1
935,0,0.0,1
936,0,0.0,1
937,0,0.0,1
938,0,0.0,1
939,0,0.0,1
940,0,0.0,1
941,0,0.0,1
942,0,0.0,1
943,0,1.0,1
944,0,1.0,1
945,0,1.0,1
946,0,1.0,1
947,0,1.0,1
948,0,1.0,1
949,0,1.0,1
950,0,1.0,1
951,0,1.0,1
952,0,1.0,1
953,0,1.0,1
954,0,1.0,1
955,0,1.0,1
956,0,1.0,1
957,0,1.0,1
958,0,1.0,1
959,0,1.0,1
960,0,1.0,1
961,0,1.0,1
962,1,1.0,1
963,1,1.0,1
964,1,1.0,1
965,1,1.0,0
966,1,1.0,0
967,1,1.0,0
968,1,1.0,0
969,1,1.0,0
970,1,1.0,0
971,1,1.0,0
972,1,1.0,0
973,1,1.0,0
974,1,1.0,0
975,1,1.0,0
976,1,1.0,0
977,1,1.0,0
978,1,1.0,0
979,1,1.0,0
980,1,1.0,0
981,1,1.0,0
982,1,1.0,0
983,1,1.0,0
984,1,1.0,0
985,1,1.0,0
986,1,1.0,0
987,1,1.0,0
988,1,1.0,0
989,1,1.0,0
990,1,1.0,0
991,1,1.0,0
992,1,1.0,0
993,1,1.0,0
994,1,0.0,0
995,1,0.0,1
996,1,0.0,1
997,1,0.0,1
998,1,0.0,1
999,1,0.0,1
1000,1,0.0,1
1001,0,0.0,1
1002,0,0.0,1
1003,0,0.0,1
1004,0,0.0,1
1005,0,0.0,1
1006,0,0.0,1
1007,0,0.0,1
1008,0,0.0,1
1009,0,0.0,1
1010,0,0.0,1
1011,0,0.0,1
1012,0,0.0,1
1013,0,0.0,1
1014,0,0.0,1
1015,0,0.0,1
1016,0,0.0,1
1017,0,0.0,1
1018,0,0.0,1
1019,0,0.0,1
1020,0,0.0,1
1021,0,0.0,1
1022,0,1.0,1
1023,0,1.0,1
1024,0,1.0,1
1025,0,1.0,1
1026,0,1.0,1
1027,0,1.0,1
1028,0,1.0,1
1029,0,1.0,1
1030,0,1.0,1
1031,0,1.0,1
1032,0,1.0,1
1033,1,1.0,1
1034,1,1.0,1
1035,1,1.0,1
1036,1,1.0,1
1037,1,1.0,1
1038,1,1.0,1
1039,1,1.0,1
1040,1,1.0,0
1041,1,1.0,1
1042,1,1.0,1
1043,1,1.0,1
1044,1,1.0,1
1045,1,1.0,1
1046,1,1.0,1
1047,1,1.0,0
1048,1,1.0,0
1049,1,1.0,0
1050,1,0.5,0
1051,1,0.5,1
1052,1,1.0,0
1053,1,1.0,0
1054,1,1.0,0
1055,1,1.0,0
1056,1,1.0,0
1057,1,1.0,0
1058,1,1.0,0
1059,1,1.0,0
1060,1,1.0,0
1061,1,1.0,0
1062,1,1.0,0
1063,1,1.0,0
1064,1,1.0,0
1065,1,1.0,0
1066,1,1.0,0
1067,1,1.0,0
1068,1,1.0,1
1069,1,1.0,1
1070,1,1.0,1
1071,1,1.0,1
1072,1,1.0,1
1073,1,1.0,1
1074,1,1.0,1
1075,1,1.0,1
1076,1,1.0,1
1077,1,1.0,1
1078,1,0.0,1
1079,1,0.0,1
1080,1,0.0,1
1081,1,0.0,1
1082,1,0.0,1
1083,1,0.0,1
1084,1,0.0,1
1085,0,0.0,1
1086,0,0.0,1
1087,0,0.0,1
1088,0,0.0,1
1089,0,0.0,1
1090,0,0.0,1
1091,0,0.0,1
1092,0,0.0,1
1093,0,0.0,1
1094,0,0.0,1
1095,0,1.0,1
1096,0,1.0,0
1097,0,1.0,0
1098,0,1.0,0
1099,0,1.0,0
1100,0,1.0,0
1101,0,1.0,0
1102,1,1.0,0
1103,1,1.0,0
1104,1,1.0,0
1105,1,1.0,0
1106,1,1.0,0
1107,1,1.0,0
1108,1,1.0,0
1109,1,1.0,0
1110,1,1.0,0
1111,1,1.0,0
1112,1,1.0,0
1113,1,0.0,0
1114,1,0.0,0
1115,1,1.0,0
1116,1,1.0,0
1117,1,1.0,0
1118,1,1.0,0
1119,1,1.0,0
1120,1,0.0,0
1121,1,0.0,0
1122,1,0.0,0
1123,1,0.0,1
1124,1,0.0,1
1125,1,0.0,1
1126,0,0.0,1
1127,0,0.5,1
1128,0,0.0,0
1129,0,0.0,1
1130,0,0.0,1
1131,0,0.0,1
1132,0,0.0,1
1133,0,0.0,1
1134,0,0.0,1
1135,0,0.0,1
1136,0,0.0,1
1137,0,0.0,0
1138,0,0.0,1
1139,0,0.0,1
1140,0,0.0,1
1141,0,0.0,1
1142,0,0.0,1
1143,0,0.0,1
1144,0,0.0,1
1145,0,0.0,1
1146,0,0.0,1
1147,0,0.0,1
1148,0,0.0,1
1149,0,0.0,1
1150,0,0.0,1
1151,0,0.0,1
1152,0,1.0,1
1153,0,1.0,1
1154,0,1.0,1
1155,0,1.0,1
1156,0,1.0,1
1157,0,1.0,1
1158,0,1.0,1
1159,0,1.0,1
1160,1,1.0,1
1161,1,1.0,1
1162,1,1.0,1
1163,1,1.0,1
1164,1,1.0,1
1165,1,1.0,1
1166,1,1.0,1
1167,1,1.0,1
1168,1,1.0,1
1169,1,1.0,1
1170,1,1.0,1
1171,1,1.0,1
1172,1,1.0,1
1173,1,1.0,1
1174,1,1.0,1
1175,1,1.0,1
1176,1,1.0,1
1177,1,1.0,1
1178,1,1.0,1
1179,1,1.0,1
1180,1,1.0,1
1181,1,1.0,1
1182,1,1.0,1
1183,1,1.0,1
1184,1,1.0,1
1185,1,1.0,1
1186,1,1.0,1
1187,1,1.0,1
1188,1,1.0,1
1189,1,1.0,1
1190,1,1.0,1
1191,1,1.0,1
1192,1,1.0,1
1193,1,1.0,1
1194,1,1.0,1
1195,1,1.0,1
1196,1,1.0,1
1197,1,1.0,1
1198,1,1.0,1
1199,1,1.0,1
1200,1,1.0,1
1201,1,1.0,1
1202,1,1.0,1
1203,1,1.0,1
1204,1,1.0,1
1205,1,1.0,1
1206,1,1.0,1
1207,1,1.0,1
1208,1,1.0,1
1209,1,1.0,1
1210,1,1.0,1
1211,1,1.0,1
1212,1,1.0,1
1213,1,1.0,1
1214,1,1.0,1
1215,1,1.0,1
1216,1,1.0,1
1217,1,1.0,1
1218,1,1.0,1
1219,1,1.0,1
1220,1,1.0,1
1221,1,1.0,1
1222,1,1.0,1
1223,1,1.0,1
1224,1,1.0,1
1225,1,1.0,1
1226,1,1.0,1
1227,1,1.0,1
1228,1,1.0,1
1229,1,1.0,1
1230,1,1.0,1
1231,1,1.0,1
1232,1,1.0,1
1233,1,1.0,1
1234,1,1.0,1
1235,1,1.0,1
1236,1,1.0,1
1237,1,1.0,1
1238,1,1.0,1
1239,1,1.0,1
1240,1,1.0,1
1241,1,1.0,0
1242,1,1.0,0
1243,1,1.0,1
1244,1,1.0,1
1245,1,1.0,0
1246,1,1.0,1
1247,1,1.0,0
1248,1,1.0,0
1249,1,1.0,0
1250,1,1.0,0
1251,1,1.0,1
1252,1,1.0,1
1253,1,1.0,1
1254,1,1.0,1
1255,1,1.0,1
1256,1,1.0,1
1257,1,1.0,1
1258,1,1.0,1
1259,1,1.0,1
1260,1,1.0,1
1261,1,1.0,1
1262,1,1.0,1
1263,1,1.0,1
1264,1,1.0,1
1265,1,1.0,1
1266,1,1.0,1
1267,1,1.0,1
1268,1,1.0,1
1269,1,0.5,1
1270,1,0.5,1
1271,1,0.5,1
1272,1,0.5,1
1273,1,0.5,1
1274,1,0.5,1
1275,1,1.0,1
1276,1,0.0,1
1277,1,0.0,1
1278,1,0.0,1
1279,1,0.0,1
1280,1,0.5,1
1281,1,1.0,1
1282,1,0.5,1
1283,0,0.5,1
1284,0,1.0,1
1285,0,1.0,1
1286,0,1.0,0
1287,0,1.0,0
1288,0,1.0,0
1289,0,1.0,0
1290,1,1.0,0
1291,1,1.0,0
1292,1,1.0,1
1293,1,1.0,1
1294,1,1.0,1
1295,1,1.0,1
1296,1,1.0,1
1297,1,1.0,1
1298,1,1.0,1
1299,1,1.0,1
1300,1,1.0,1
1301,1,1.0,1
1302,1,1.0,1
1303,1,1.0,1
1304,1,1.0,1
1305,1,1.0,1
1306,1,1.0,1
1307,1,1.0,1
1308,1,1.0,1
1309,1,1.0,1
1310,1,1.0,1
1311,1,1.0,1
1312,1,0.5,1
1313,1,0.5,1
1314,1,0.5,1
1315,1,0.5,1
1316,1,0.5,1
1317,1,0.5,1
1318,1,0.5,1
1319,1,1.0,1
1320,1,1.0,1
1321,1,0.5,1
1322,1,1.0,1
1323,1,1.0,1
1324,1,1.0,1
1325,1,1.0,1
1326,1,1.0,0
1327,1,1.0,0
1328,1,1.0,0
1329,1,1.0,0
1330,1,1.0,0
1331,1,1.0,0
1332,1,1.0,0
1333,1,1.0,0
1334,1,1.0,0
1335,1,1.0,0
1336,1,1.0,0
1337,1,1.0,0
1338,1,1.0,0
1339,1,1.0,0
1340,1,1.0,0
1341,1,1.0,0
1342,1,1.0,0
1343,1,1.0,0
1344,1,1.0,1
1345,1,1.0,1
1346,1,1.0,1
1347,1,1.0,1
1348,1,1.0,1
1349,1,1.0,1
1350,1,1.0,1
1351,1,1.0,1
1352,1,1.0,1
1353,1,1.0,1
1354,1,1.0,1
1355,1,1.0,1
1356,1,1.0,1
1357,1,1.0,1
1358,1,0.0,1
1359,1,0.0,1
1360,1,0.0,1
